object,index,x,y,z
bed1,442,14.781,1.091,0.000
bed1,443,14.899,1.090,0.000
bed1,444,14.993,1.080,0.000
bed1,445,15.308,1.034,0.000
bed1,446,15.392,1.020,0.000
bed1,447,15.691,0.998,0.000
bed1,448,15.797,0.960,0.000
bed1,449,16.000,0.950,0.000
bed1,450,16.110,0.943,0.000
bed1,451,16.212,0.921,0.000
bed1,452,16.289,0.925,0.000
bed1,453,16.401,0.897,0.000
bed1,454,16.491,0.898,0.000
bed1,455,16.793,0.865,0.000
bed1,456,16.907,0.860,0.000
bed1,457,17.210,0.837,0.000
bed1,458,17.288,0.816,0.000
bed1,459,17.406,0.821,0.000
bed1,460,17.501,0.797,0.000
bed1,461,17.612,0.796,0.000
bed1,462,17.710,0.803,0.000
bed1,463,17.798,0.783,0.000
bed1,464,17.902,0.780,0.000
bed1,465,18.004,0.771,0.000
bed1,466,18.200,0.748,0.000
bed1,467,18.297,0.750,0.000
bed1,468,18.396,0.738,0.000
bed1,469,18.495,0.746,0.000
bed1,470,18.695,0.736,0.000
bed1,471,18.894,0.714,0.000
bed1,472,19.201,0.711,0.000
bed1,473,19.305,0.693,0.000
bed1,474,19.401,0.693,0.000
bed1,475,19.712,0.683,0.000
bed1,476,19.809,0.690,0.000
bed1,477,19.909,0.679,0.000
bed1,478,20.001,0.684,0.000
bed1,479,20.099,0.682,0.000
bed1,480,20.394,0.698,0.000
bed1,481,20.494,0.691,0.000
bed1,482,20.700,0.683,0.000
bed1,483,20.801,0.698,0.000
bed1,484,20.913,0.692,0.000
bed1,485,21.002,0.695,0.000
bed1,486,21.101,0.679,0.000
bed1,487,21.203,0.691,0.000
bed1,488,21.298,0.701,0.000
bed1,489,21.514,0.704,0.000
bed1,490,21.915,0.728,0.000
bed1,491,22.107,0.738,0.000
bed1,492,22.197,0.743,0.000
bed1,493,22.296,0.742,0.000
bed1,494,22.382,0.750,0.000
bed1,495,22.703,0.745,0.000
bed1,496,22.896,0.773,0.000
bed1,497,22.998,0.787,0.000
bed1,498,23.091,0.790,0.000
bed1,499,23.388,0.810,0.000
bed1,500,23.594,0.817,0.000
bed1,501,23.898,0.850,0.000
bed1,502,24.093,0.862,0.000
bed1,503,24.201,0.865,0.000
bed1,504,24.509,0.882,0.000
bed1,505,24.584,0.884,0.000
bed1,506,24.701,0.900,0.000
bed1,507,24.790,0.915,0.000
bed1,508,25.105,0.927,0.000
bed1,509,25.202,0.930,0.000
bed1,510,25.302,0.939,0.000
bed1,511,25.490,0.947,0.000
bed1,512,25.599,0.960,0.000
bed1,513,25.701,0.969,0.000
bed1,514,25.788,0.972,0.000
bed1,515,26.007,0.978,0.000
bed1,516,26.109,0.990,0.000
bed1,517,26.206,0.984,0.000
bed1,518,26.297,1.006,0.000
bed1,519,26.396,0.998,0.000
bed1,520,26.493,0.999,0.000
bed1,521,26.593,1.015,0.000
bed1,522,26.694,1.028,0.000
bed1,523,26.801,1.016,0.000
bed1,524,26.889,1.027,0.000
bed1,525,26.994,1.026,0.000
bed1,526,27.098,1.038,0.000
bed1,527,27.206,1.041,0.000
bed1,528,27.296,1.037,0.000
bed1,529,27.397,1.044,0.000
bed1,530,27.695,1.044,0.000
bed1,531,27.804,1.053,0.000
bed1,532,27.907,1.051,0.000
bed1,533,28.006,1.055,0.000
bed1,534,28.404,1.054,0.000
bed1,535,28.503,1.064,0.000
bed1,536,28.593,1.080,0.000
bed1,537,28.705,1.065,0.000
bed1,538,28.997,1.074,0.000
bed1,539,29.308,1.085,0.000
bed1,540,29.399,1.067,0.000
bed1,541,29.500,1.066,0.000
bed1,542,29.602,1.068,0.000
bed1,543,29.707,1.079,0.000
bed1,544,29.791,1.068,0.000
bed1,545,29.895,1.089,0.000
bed1,546,0.002,1.495,0.000
bed1,547,0.106,1.503,0.000
bed1,548,0.198,1.502,0.000
bed1,549,0.403,1.497,0.000
bed1,550,0.505,1.488,0.000
bed1,551,0.606,1.504,0.000
bed1,552,0.802,1.493,0.000
bed1,553,1.009,1.496,0.000
bed1,554,1.111,1.493,0.000
bed1,555,1.304,1.510,0.000
bed1,556,1.397,1.496,0.000
bed1,557,1.497,1.506,0.000
bed1,558,1.603,1.521,0.000
bed1,559,1.798,1.515,0.000
bed1,560,2.002,1.508,0.000
bed1,561,2.210,1.530,0.000
bed1,562,2.400,1.516,0.000
bed1,563,2.501,1.517,0.000
bed1,564,2.570,1.529,0.000
bed1,565,2.712,1.518,0.000
bed1,566,2.894,1.541,0.000
bed1,567,3.011,1.555,0.000
bed1,568,3.093,1.553,0.000
bed1,569,3.204,1.564,0.000
bed1,570,3.506,1.574,0.000
bed1,571,3.609,1.557,0.000
bed1,572,4.122,1.594,0.000
bed1,573,4.194,1.600,0.000
bed1,574,4.294,1.608,0.000
bed1,575,4.502,1.612,0.000
bed1,576,4.600,1.632,0.000
bed1,577,4.905,1.636,0.000
bed1,578,5.105,1.655,0.000
bed1,579,5.200,1.648,0.000
bed1,580,5.293,1.669,0.000
bed1,581,5.414,1.669,0.000
bed1,582,5.606,1.683,0.000
bed1,583,5.804,1.700,0.000
bed1,584,5.908,1.717,0.000
bed1,585,6.294,1.737,0.000
bed1,586,6.388,1.751,0.000
bed1,587,6.498,1.758,0.000
bed1,588,6.602,1.761,0.000
bed1,589,6.704,1.759,0.000
bed1,590,6.804,1.777,0.000
bed1,591,6.888,1.774,0.000
bed1,592,7.001,1.778,0.000
bed1,593,7.106,1.800,0.000
bed1,594,7.696,1.818,0.000
bed1,595,7.794,1.833,0.000
bed1,596,7.894,1.828,0.000
bed1,597,7.994,1.843,0.000
bed1,598,8.109,1.858,0.000
bed1,599,8.307,1.858,0.000
bed1,600,8.401,1.854,0.000
bed1,601,8.481,1.848,0.000
bed1,602,8.602,1.865,0.000
bed1,603,8.696,1.871,0.000
bed1,604,8.994,1.886,0.000
bed1,605,9.099,1.889,0.000
bed1,606,9.195,1.876,0.000
bed1,607,9.408,1.892,0.000
bed1,608,9.512,1.877,0.000
bed1,609,9.594,1.898,0.000
bed1,610,9.697,1.891,0.000
bed1,611,9.802,1.875,0.000
bed1,612,9.889,1.880,0.000
bed1,613,10.101,1.888,0.000
bed1,614,10.305,1.905,0.000
bed1,615,10.394,1.879,0.000
bed1,616,10.500,1.883,0.000
bed1,617,10.705,1.867,0.000
bed1,618,10.806,1.861,0.000
bed1,619,10.892,1.871,0.000
bed1,620,10.998,1.865,0.000
bed1,621,11.109,1.864,0.000
bed1,622,11.314,1.852,0.000
bed1,623,11.395,1.858,0.000
bed1,624,11.602,1.832,0.000
bed1,625,11.699,1.826,0.000
bed1,626,11.907,1.813,0.000
bed1,627,12.179,1.781,0.000
bed1,628,12.306,1.766,0.000
bed1,629,12.511,1.765,0.000
bed1,630,12.587,1.746,0.000
bed1,631,12.693,1.748,0.000
bed1,632,12.795,1.760,0.000
bed1,633,13.003,1.726,0.000
bed1,634,13.190,1.707,0.000
bed1,635,13.294,1.701,0.000
bed1,636,13.494,1.677,0.000
bed1,637,13.888,1.640,0.000
bed1,638,13.998,1.615,0.000
bed1,639,14.304,1.595,0.000
bed1,640,14.404,1.571,0.000
bed1,641,14.510,1.568,0.000
bed1,642,14.605,1.554,0.000
bed1,643,14.719,1.526,0.000
bed1,644,15.304,1.447,0.000
bed1,645,15.517,1.461,0.000
bed1,646,15.610,1.424,0.000
bed1,647,15.806,1.404,0.000
bed1,648,15.903,1.396,0.000
bed1,649,16.202,1.366,0.000
bed1,650,16.301,1.344,0.000
bed1,651,16.394,1.339,0.000
bed1,652,16.599,1.327,0.000
bed1,653,16.685,1.310,0.000
bed1,654,16.792,1.291,0.000
bed1,655,17.102,1.268,0.000
bed1,656,17.203,1.259,0.000
bed1,657,17.399,1.241,0.000
bed1,658,17.507,1.233,0.000
bed1,659,17.703,1.225,0.000
bed1,660,17.895,1.208,0.000
bed1,661,18.002,1.202,0.000
bed1,662,18.101,1.180,0.000
bed1,663,18.285,1.166,0.000
bed1,664,18.388,1.170,0.000
bed1,665,18.490,1.157,0.000
bed1,666,18.603,1.169,0.000
bed1,667,19.196,1.143,0.000
bed1,668,19.299,1.124,0.000
bed1,669,19.495,1.119,0.000
bed1,670,19.591,1.115,0.000
bed1,671,19.809,1.110,0.000
bed1,672,19.909,1.126,0.000
bed1,673,20.083,1.115,0.000
bed1,674,20.208,1.114,0.000
bed1,675,20.402,1.112,0.000
bed1,676,20.500,1.123,0.000
bed1,677,20.695,1.124,0.000
bed1,678,20.798,1.106,0.000
bed1,679,20.989,1.117,0.000
bed1,680,21.109,1.120,0.000
bed1,681,21.199,1.123,0.000
bed1,682,21.299,1.136,0.000
bed1,683,21.400,1.138,0.000
bed1,684,21.599,1.137,0.000
bed1,685,21.705,1.151,0.000
bed1,686,21.810,1.156,0.000
bed1,687,22.000,1.154,0.000
bed1,688,22.096,1.169,0.000
bed1,689,22.201,1.173,0.000
bed1,690,22.290,1.175,0.000
bed1,691,22.903,1.211,0.000
bed1,692,22.998,1.200,0.000
bed1,693,23.095,1.216,0.000
bed1,694,23.193,1.221,0.000
bed1,695,23.404,1.237,0.000
bed1,696,23.507,1.253,0.000
bed1,697,23.596,1.250,0.000
bed1,698,23.714,1.255,0.000
bed1,699,23.818,1.267,0.000
bed1,700,23.885,1.278,0.000
bed1,701,24.307,1.296,0.000
bed1,702,24.400,1.319,0.000
bed1,703,24.494,1.318,0.000
bed1,704,24.696,1.331,0.000
bed1,705,24.800,1.337,0.000
bed1,706,25.008,1.357,0.000
bed1,707,25.199,1.362,0.000
bed1,708,25.293,1.372,0.000
bed1,709,25.404,1.372,0.000
bed1,710,25.591,1.386,0.000
bed1,711,25.888,1.401,0.000
bed1,712,26.097,1.413,0.000
bed1,713,26.206,1.427,0.000
bed1,714,26.397,1.422,0.000
bed1,715,26.708,1.440,0.000
bed1,716,27.005,1.454,0.000
bed1,717,27.095,1.449,0.000
bed1,718,27.199,1.449,0.000
bed1,719,27.599,1.475,0.000
bed1,720,27.793,1.482,0.000
bed1,721,28.204,1.492,0.000
bed1,722,28.516,1.515,0.000
bed1,723,28.603,1.504,0.000
bed1,724,28.692,1.491,0.000
bed1,725,28.897,1.505,0.000
bed1,726,29.109,1.504,0.000
bed1,727,29.199,1.505,0.000
bed1,728,29.398,1.499,0.000
bed1,729,29.492,1.505,0.000
bed1,730,29.705,1.506,0.000
bed1,731,-0.004,1.911,0.000
bed1,732,0.098,1.925,0.000
bed1,733,0.201,1.925,0.000
bed1,734,0.303,1.918,0.000
bed1,735,0.692,1.931,0.000
bed1,736,0.888,1.932,0.000
bed1,737,1.001,1.943,0.000
bed1,738,1.321,1.920,0.000
bed1,739,1.409,1.930,0.000
bed1,740,1.505,1.937,0.000
bed1,741,1.595,1.937,0.000
bed1,742,1.807,1.924,0.000
bed1,743,1.895,1.931,0.000
bed1,744,2.005,1.953,0.000
bed1,745,2.098,1.930,0.000
bed1,746,2.388,1.948,0.000
bed1,747,2.808,1.960,0.000
bed1,748,3.104,1.983,0.000
bed1,749,3.210,1.980,0.000
bed1,750,3.398,1.991,0.000
bed1,751,3.896,2.003,0.000
bed1,752,3.994,2.017,0.000
bed1,753,4.100,2.016,0.000
bed1,754,4.392,2.044,0.000
bed1,755,4.605,2.045,0.000
bed1,756,4.705,2.062,0.000
bed1,757,4.789,2.069,0.000
bed1,758,4.900,2.082,0.000
bed1,759,4.994,2.087,0.000
bed1,760,5.114,2.084,0.000
bed1,761,5.290,2.095,0.000
bed1,762,5.399,2.105,0.000
bed1,763,5.495,2.116,0.000
bed1,764,5.698,2.111,0.000
bed1,765,5.799,2.139,0.000
bed1,766,5.898,2.122,0.000
bed1,767,6.110,2.162,0.000
bed1,768,6.293,2.172,0.000
bed1,769,6.409,2.171,0.000
bed1,770,6.606,2.189,0.000
bed1,771,6.721,2.171,0.000
bed1,772,6.795,2.201,0.000
